selection_rank,global_rank,code,name,exchange,industry,original_scope,result,secondary_scope,decision,decision_reason,price,pe_ttm,pb,market_cap_yi,change_pct,turnover_pct,roe_avg_10,gross_margin_avg_5,ocf_ni_avg_5,net_margin_avg_10,fcf_5_total_yi,fcf_to_market_cap_5y,share_inflation_5,debt_ratio,debt_limit,debt_gate,quality_score,quality_score_basis,valuation_score,composite_score,price_cross_check,quote_timestamp,moat_rating,moat_basis,moat_status
,,300285,国瓷材料,SZ,电子化学品Ⅱ,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,60.18,105.44,8.44,600.02366634,4.12,16.97,12.35,39.163897,0.965098,19.906119,6.6884247878,0.01114693,0.0,18.9105831306,60,通过,36,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,0,36,一致,20260804150000,待评,未完成护城河初评,待核验
,453,300286,安科瑞,SZ,电网设备,保留,通过,普通行业,淘汰,综合得分未进入前50,21.3,26.56,2.41,53.41713152,2.85,3.38,14.821,45.82469,1.154792,19.077863,8.1910463851,0.15334119,0.0,16.9976008854,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,63,一致,20260804150000,待评,未完成护城河初评,待核验
,528,300294,博雅生物,SZ,生物制品,保留,通过,普通行业,淘汰,综合得分未进入前50,15.83,66.03,1.08,79.82257523,-0.5,0.92,8.601,55.789085,1.857046,16.579546,19.173581718199998,0.24020249,0.0,13.7602134702,60,通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,12,60,一致,20260804150000,待评,未完成护城河初评,待核验
,695,300303,聚飞光电,SZ,光学光电子,保留,通过,普通行业,淘汰,综合得分未进入前50,7.23,50.11,2.79,102.4350396,2.55,3.45,9.188,24.221105,1.61866,9.41797,9.6583419552,0.09428748,0.0,39.7393557427,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,52,一致,20260804150000,待评,未完成护城河初评,待核验
,652,300304,云意电气,SZ,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,10.98,34.27,2.87,96.42018024,4.77,2.94,9.768,31.998795,0.804999,19.516137,6.2756211111,0.06508618,0.0,23.5424830651,60,通过,37,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,55,一致,20260804150000,待评,未完成护城河初评,待核验
,,300308,中际旭创,SZ,通信设备,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,1021.99,52.12,34.51,11954.57105756,13.24,4.56,15.603,32.743727,1.084296,14.392295,102.5751606225,0.00858041,0.0,30.1790303958,60,通过,41,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,0,41,一致,20260804150000,待评,未完成护城河初评,待核验
,728,300314,戴维医疗,SZ,医疗器械,保留,通过,普通行业,淘汰,综合得分未进入前50,10.09,73.49,2.38,29.0592,0.7,1.86,8.477,57.553525,1.073633,18.138623,1.899452797,0.06536494,0.0,17.3479351823,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,50,一致,20260804150000,待评,未完成护城河初评,待核验
,,300316,晶盛机电,SZ,光伏设备,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,40.0,127.7,3.08,523.8135188,2.43,1.08,18.785,36.64851,0.736648,20.80961,8.7014202425,0.01661168,0.0,33.7221670425,60,通过,38,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,45,一致,20260804150000,待评,未完成护城河初评,待核验
,632,300320,海达股份,SZ,橡胶,保留,通过,普通行业,淘汰,综合得分未进入前50,8.31,19.99,1.94,49.96256127,-0.84,1.34,9.959,18.429093,1.075308,7.314494,3.1171802489,0.06239032,0.0,32.2636690598,60,通过,34,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,56,一致,20260804150000,待评,未完成护城河初评,待核验
,619,300341,麦克奥迪,SZ,电网设备,保留,通过,普通行业,淘汰,综合得分未进入前50,13.41,40.95,3.58,69.38472606,-0.3,1.02,13.482,42.618591,1.261224,13.353023,7.2643301176,0.10469639,0.0,26.4430339247,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,11,56,一致,20260804150000,待评,未完成护城河初评,待核验
,,300347,泰格医药,SZ,医疗服务,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,51.35,225.38,2.12,442.13687668,3.47,4.56,12.658,36.627082,1.141404,26.517759,44.4491862749,0.10053264,0.0,14.4659529586,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,54,一致,20260804150000,待评,未完成护城河初评,待核验
,608,300349,金卡智能,SZ,通用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,10.39,36.47,0.98,43.34846322,0.39,1.81,8.939,39.328779,1.012183,13.669791,5.7636972577,0.13296197,0.0,40.1081031811,60,通过,41,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,16,57,一致,20260804150000,待评,未完成护城河初评,待核验
,394,300357,我武生物,SZ,生物制品,保留,通过,普通行业,淘汰,综合得分未进入前50,24.28,26.66,4.78,127.1261952,3.58,2.25,20.405,95.357577,1.053648,41.413852,10.311937821399999,0.08111576,0.0,6.4082002196,60,通过,50,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,15,65,一致,20260804150000,待评,未完成护城河初评,待核验
,300,300360,炬华科技,SZ,电网设备,保留,通过,普通行业,淘汰,综合得分未进入前50,12.69,17.12,1.59,65.25034629,0.16,1.25,14.161,42.704356,0.905402,26.535175,18.6846425539,0.28635316,0.0,15.2981771847,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,69,一致,20260804150000,待评,未完成护城河初评,待核验
,678,300371,汇中股份,SZ,通用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,10.0,68.97,1.74,20.1217296,-0.5,2.55,11.83,51.011054,0.942136,24.239471,2.2379462935,0.11122037,0.0,8.8849881933,60,通过,43,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,53,一致,20260804150000,待评,未完成护城河初评,待核验
,687,300373,扬杰科技,SZ,半导体,保留,通过,普通行业,淘汰,综合得分未进入前50,86.8,30.63,4.89,471.62587912,8.53,3.61,13.322,33.804146,1.079885,15.932303,11.6047234031,0.02460578,0.0,40.7029348707,60,通过,38,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,15,53,一致,20260804150000,待评,未完成护城河初评,待核验
,,300376,易事特,SZ,其他电源设备Ⅱ,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,4.93,192.58,1.77,114.78225547,1.44,1.02,9.282,29.863102,8.369525,10.234367,8.9693215247,0.07814206,0.0,49.2941089821,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,52,一致,20260804150000,待评,未完成护城河初评,待核验
,383,300384,三联虹普,SZ,专业工程,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,12.38,21.78,1.42,39.49309941,-0.16,1.23,9.581,42.247208,0.853851,24.85568,9.266972509,0.23464789,0.0,17.2516451047,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,24,66,一致,20260804150000,待评,未完成护城河初评,待核验
,,300389,艾比森,SZ,光学光电子,保留,通过,普通行业,淘汰,2025年报资产负债率超过普通行业门槛（公用事业放宽至70%）,12.45,29.25,2.74,45.95298947,0.24,2.46,11.64,28.61665,3.435931,5.82055,18.3331308806,0.39895404,0.0,63.7126628948,60,不通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,66,一致,20260804150000,待评,未完成护城河初评,待核验
,378,300390,天华新能,SZ,电池,保留,通过,普通行业,淘汰,综合得分未进入前50,56.44,12.1,3.8,468.87574475,3.94,4.22,22.732,36.10679,0.92823,14.271827,28.775369153899998,0.06137099,0.0,32.2133834661,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,66,一致,20260804150000,待评,未完成护城河初评,待核验
,,300394,天孚通信,SZ,通信设备,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,212.0,117.46,42.3,2312.54919716,17.45,7.2,21.737,53.355604,1.091782,34.793002,35.5667652773,0.0153799,0.0,14.5228761939,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,0,45,一致,20260804150000,待评,未完成护城河初评,待核验
,590,300398,飞凯材料,SZ,电子化学品Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,32.1,34.87,3.64,182.98067325,7.07,6.88,9.423,36.939121,1.704446,13.083528,7.9968262146,0.04370312,0.0,27.9706291608,60,通过,43,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,15,58,一致,20260804150000,待评,未完成护城河初评,待核验
,705,300400,劲拓股份,SZ,自动化设备,保留,通过,普通行业,淘汰,综合得分未进入前50,22.11,52.39,7.59,53.64456438,8.28,5.2,12.166,33.936989,1.748182,11.344883,5.3298882481,0.09935561,0.0,35.949758668,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,4,51,一致,20260804150000,待评,未完成护城河初评,待核验
,623,300403,汉宇集团,SZ,家电零部件Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,9.56,43.32,2.63,57.6468,0.84,2.51,12.592,32.625544,0.915071,20.979613,5.517362003200001,0.09570977,0.0,13.4758962899,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,14,56,一致,20260804150000,待评,未完成护城河初评,待核验
,88,300406,九强生物,SZ,医疗器械,保留,通过,普通行业,淘汰,综合得分未进入前50,11.74,16.29,2.06,68.81289071,-0.09,1.06,13.835,75.833338,1.418615,29.920569,20.8487791239,0.30297781,0.0,25.1279320102,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,76,一致,20260804150000,待评,未完成护城河初评,待核验
,788,300408,三环集团,SZ,元件,保留,通过,普通行业,淘汰,综合得分未进入前50,120.98,76.02,11.17,2404.91504958,6.12,4.23,14.989,43.562722,1.047137,32.240115,54.2770911647,0.02256923,0.0,18.2714457832,60,通过,39,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,0,39,一致,20260804150000,待评,未完成护城河初评,待核验
,543,300416,苏试试验,SZ,专业服务,保留,通过,普通行业,淘汰,综合得分未进入前50,14.79,29.05,2.66,75.21422051,2.85,3.39,12.257,44.877436,1.777308,12.436009,1.4716271844,0.01956581,0.0,40.6842667528,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,60,一致,20260804150000,待评,未完成护城河初评,待核验
,,300433,蓝思科技,SZ,消费电子,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,32.95,-290.66,3.32,1739.34511667,4.37,2.05,9.246,17.721344,3.120729,6.619212,119.59511308360001,0.0687587,0.0,34.683474472,60,通过,38,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,45,一致,20260804150000,待评,未完成护城河初评,待核验
,541,300445,康斯特,SZ,通用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,18.4,28.93,3.02,39.08712239,-0.43,1.72,10.609,64.226979,1.248314,22.820019,2.1072560417,0.05391177,0.0,10.0671433374,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,15,60,一致,20260804150000,待评,未完成护城河初评,待核验
,238,300446,航天智造,SZ,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,13.93,21.42,2.04,117.76562846,0.29,1.85,15.488,26.055913,3.093912,17.182625,15.447211850699999,0.1311691,0.0,45.5978764001,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,71,一致,20260804150000,待评,未完成护城河初评,待核验
,267,300452,山河药辅,SZ,化学制药,保留,通过,普通行业,淘汰,综合得分未进入前50,12.28,15.29,3.02,28.7912318,-0.32,1.77,16.011,30.630118,1.015334,16.862224,4.5687745817000005,0.15868632,0.0,37.3167746457,60,通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,70,一致,20260804150000,待评,未完成护城河初评,待核验
,314,300453,三鑫医疗,SZ,医疗器械,保留,通过,普通行业,淘汰,综合得分未进入前50,9.6,18.33,3.52,50.1200904,-2.24,6.02,13.958,34.842876,1.877848,12.501865,7.896612151699999,0.15755383,0.0,36.0380418311,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,19,68,一致,20260804150000,待评,未完成护城河初评,待核验
,,300454,深信服,SZ,软件开发,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,122.5,-204.9,4.89,528.65984238,6.24,8.47,12.674,63.043475,3.959824,10.469771,30.8550101927,0.05836458,0.0,41.7581803577,60,通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,53,一致,20260804150000,待评,未完成护城河初评,待核验
,,300457,赢合科技,SZ,电池,保留,通过,普通行业,淘汰,2025年报资产负债率超过普通行业门槛（公用事业放宽至70%）,20.46,53.31,1.92,132.00371097,0.24,1.6,9.608,25.320227,1.235623,9.056877,18.036837338199998,0.13663887,0.0,63.588752971,60,不通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,50,一致,20260804150000,待评,未完成护城河初评,待核验
,380,300470,中密控股,SZ,通用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,30.2,23.59,2.19,62.79629057,-0.82,1.15,14.27,49.348543,0.914206,24.836808,12.5666615393,0.2001179,0.0,17.1020806516,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,66,一致,20260804150000,待评,未完成护城河初评,待核验
,749,300481,濮阳惠成,SZ,电子化学品Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,13.56,53.83,1.66,39.57559739,1.95,3.67,14.16,26.596441,0.988411,17.313363,2.9611791282,0.07482336,0.0,17.7146621878,60,通过,38,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,48,一致,20260804150000,待评,未完成护城河初评,待核验
,634,300487,蓝晓科技,SZ,塑料,保留,通过,普通行业,淘汰,综合得分未进入前50,63.42,44.37,7.4,322.89387489,12.35,4.09,17.997,47.63154,1.042316,25.47887,25.8614904448,0.08009285,0.0,33.1802603445,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,8,55,一致,20260804150000,待评,未完成护城河初评,待核验
,478,300488,恒锋工具,SZ,通用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,30.29,34.89,2.69,57.92077941,2.37,3.25,10.426,46.617022,1.398385,26.294949,3.8568426289,0.06658824,0.0,27.419216553,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,62,一致,20260804150000,待评,未完成护城河初评,待核验
,,300492,华图山鼎,SZ,教育,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,26.9,15.26,31.4,74.05730351,1.93,3.06,15.292,42.198206,3.210595,5.412321,15.2865433161,0.20641507,0.0,93.79017767,60,不通过,50,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,15,65,一致,20260804150000,待评,未完成护城河初评,待核验
,,300502,新易盛,SZ,通信设备,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,448.0,56.17,32.18,6246.26994432,13.68,5.52,21.303,38.469266,0.818816,21.794929,66.4946971391,0.0106455,0.0,30.2028284365,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,0,42,一致,20260804150000,待评,未完成护城河初评,待核验
,,300507,苏奥传感,SZ,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,6.56,100.79,2.48,52.5224371,1.55,0.94,9.658,22.195492,1.173952,13.3801,1.6463940601,0.03134649,0.0,37.4176568774,60,通过,38,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,48,一致,20260804150000,待评,未完成护城河初评,待核验
,,300508,维宏股份,SZ,计算机设备,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,42.22,381.41,5.31,45.95492053,4.38,8.65,9.039,56.44524,1.219997,18.066986,1.6464365053999999,0.03582721,0.0,24.2825038215,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,4,46,一致,20260804150000,待评,未完成护城河初评,待核验
,,300509,新美星,SZ,专用设备,保留,通过,普通行业,淘汰,2025年报资产负债率超过普通行业门槛（公用事业放宽至70%）,8.4,24.64,3.9,24.8976,0.96,2.67,9.261,25.841716,1.99254,7.669316,4.0133506287000005,0.16119428,0.0,73.791553684,60,不通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,19,63,一致,20260804150000,待评,未完成护城河初评,待核验
,,300514,友讯达,SZ,电网设备,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,9.46,-14.67,1.89,18.92,0.21,2.31,13.911,34.659212,1.801155,10.313098,8.5171830958,0.45016824,0.0,29.334638865,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,61,一致,20260804150000,待评,未完成护城河初评,待核验
